id,dealer_id,type,debit,credit,description,date,created_at,restock_id,payment_type,payment_proof,return_id
1,1,Purchase,74400,74400,"Initial Stock: Litter Bottle (620 x 120)",2026-01-24,"2026-01-24 15:10:59",1,,,
2,1,Purchase,100080,100080,"Initial Stock: Litter Bottle (834 x 120)",2026-01-24,"2026-01-24 15:14:06",2,,,
3,1,Purchase,159200,159200,"Initial Stock: Paid 500 ml (1990 x 80)",2026-01-24,"2026-01-24 15:15:50",3,,,
4,1,Purchase,1151884.8,1151884.8,"Initial Stock: 56 skin cleaner (34560 x 33.33)",2026-01-24,"2026-01-24 15:20:04",4,,,
5,2,Purchase,79200,79200,"Initial Stock: Comb - Kanga 7.5&quot; (66 x 1200)",2026-01-24,"2026-01-24 15:28:58",5,,,
6,2,Purchase,51800,51800,"Initial Stock: Comb -Kanga 8&quot; (37 x 1400)",2026-01-24,"2026-01-24 15:30:03",6,,,
7,3,Purchase,34740,34740,"Initial Stock: Comb- Kanga TH and tony (193 x 180)",2026-01-24,"2026-01-24 15:34:40",7,,,
8,4,Purchase,302400,302400,"Initial Stock: Apple color hair max 1 kg (216 x 1400)",2026-01-24,"2026-01-24 15:41:39",10,,,
9,4,Purchase,117600,117600,"Initial Stock: Apple golden Hair color 1 kg (84 x 1400)",2026-01-24,"2026-01-24 15:42:59",11,,,
10,4,Purchase,53760,53760,"Initial Stock: Apple Hair color satche (336 x 160)",2026-01-24,"2026-01-24 15:46:20",12,,,
11,4,Purchase,44640,44640,"Initial Stock: Apple tube color hair max (288 x 155)",2026-01-24,"2026-01-24 15:48:33",13,,,
12,1,Purchase,296000,296000,"Initial Stock: Pak safe Disposable Razer (740 x 400)",2026-01-24,"2026-01-24 16:30:59",21,,,
13,5,Purchase,94340,94340,"Initial Stock: Gelme Shaving foam (356 x 265)",2026-01-24,"2026-01-24 16:54:28",24,,,
14,3,Purchase,77400,77400,"Initial Stock: Lahori Facial kit (86 x 900)",2026-01-24,"2026-01-24 17:05:03",26,,,
16,6,Purchase,153600,153600,"Initial Stock: Alisha Facial kit Original (480 x 320)",2026-01-24,"2026-01-24 17:09:27",30,,,
17,7,Purchase,57408,57408,"Initial Stock: CB Special Hair remove brush (552 x 104)",2026-01-24,"2026-01-24 17:20:40",36,,,
18,7,Purchase,88400,88400,"Initial Stock: Armetic Hair remove brush (104 x 850)",2026-01-24,"2026-01-24 17:22:39",37,,,
20,3,Purchase,38410,38410,"Initial Stock: S Hair remove brush (334 x 115)",2026-01-24,"2026-01-24 17:28:02",40,,,
21,3,Purchase,4760,4760,"Initial Stock: Crystal Hair remove brush (14 x 340)",2026-01-24,"2026-01-24 17:29:37",41,,,
22,8,Purchase,62097.84,62097.84,"Initial Stock: Jolly Shaving cream (504 x 123.21)",2026-01-24,"2026-01-24 17:36:24",42,,,
23,2,Purchase,133875,133875,"Initial Stock: Machine dant (255 x 525)",2026-01-24,"2026-01-24 18:01:53",44,,,
24,5,Purchase,174720,174720,"Initial Stock: Gellme Hair Spray (624 x 280)",2026-01-24,"2026-01-24 18:07:25",45,,,
25,1,Purchase,101000,101000,"Initial Stock: Revense Curling lotion (404 x 250)",2026-01-24,"2026-01-24 18:08:51",46,,,
26,1,Purchase,232960,232960,"Initial Stock: Fareed Curling Lotion (896 x 260)",2026-01-24,"2026-01-24 18:09:48",47,,,
27,1,Purchase,158112,158112,"Initial Stock: Crystal snow cream (2196 x 72)",2026-01-24,"2026-01-24 18:13:05",48,,,
28,9,Purchase,21600,21600,"Initial Stock: Face wash 1 ltr (160 x 135)",2026-01-24,"2026-01-24 18:14:55",49,,,
29,1,Purchase,582624,582624,"Initial Stock: Cold Cream (8568 x 68)",2026-01-24,"2026-01-24 18:16:08",50,,,
30,1,Purchase,187500,187500,"Initial Stock: Tissue Biscuit Color (1250 x 150)",2026-01-24,"2026-01-24 18:23:44",54,,,
31,3,Purchase,45750,45750,"Initial Stock: Wax bottle (61 x 750)",2026-01-24,"2026-01-24 18:39:27",66,,,
32,1,Purchase,35200,35200,"Initial Stock: Scrab Ltr (220 x 160)",2026-01-24,"2026-01-24 18:47:51",72,,,
33,3,Purchase,8750,8750,"Initial Stock: Shower head black (250 x 35)",2026-01-24,"2026-01-24 19:17:41",90,,,
37,11,Purchase,60000,60000,"Initial Stock: Scissors Daska (40 x 1500)",2026-01-24,"2026-01-24 19:25:47",98,,,
38,11,Purchase,14000,14000,"Initial Stock: Scissors Special daska (8 x 1750)",2026-01-24,"2026-01-24 19:26:32",99,,,
39,1,Purchase,33600,33600,"Restock: Paid 500 ml (Qty: 420)",2026-01-25,"2026-01-24 19:47:54",100,,,
40,1,Purchase,16800,16800,"Initial Stock: Norse Bottle (210 x 80)",2026-01-24,"2026-01-24 20:03:22",101,,,
41,1,Purchase,48000,48000,"Restock: Litter Bottle (Qty: 400)",2026-01-25,"2026-01-24 20:04:37",102,,,
43,13,Purchase,13950,13950,"Initial Stock: Blade Pro UK (6 x 2325)",2026-01-24,"2026-01-25 14:24:12",105,,,
44,13,Purchase,41650,41650,"Initial Stock: Blade OK (17 x 2450)",2026-01-24,"2026-01-25 14:25:21",106,,,
45,13,Purchase,6075,6075,"Initial Stock: Blade S-20 (3 x 2025)",2026-01-24,"2026-01-25 14:26:22",107,,,
46,13,Purchase,39200,39200,"Initial Stock: Blade Rambo (16 x 2450)",2026-01-24,"2026-01-25 14:27:26",108,,,
47,13,Purchase,14700,14700,"Initial Stock: Blade Super Sharp (6 x 2450)",2026-01-24,"2026-01-25 14:28:33",109,,,
48,13,Purchase,3920,3920,"Initial Stock: Blade Super Sharp Patty (4 x 980)",2026-01-24,"2026-01-25 14:33:26",110,,,
49,13,Purchase,43000,43000,"Initial Stock: Blade Silk (20 x 2150)",2026-01-24,"2026-01-25 14:34:24",111,,,
52,14,Purchase,20240,0,"Restock: Orchit Facial (Qty: 92)",2026-01-26,"2026-01-28 13:05:10",112,,,
53,12,Purchase,342432,0,"Restock: Electric hair color (Qty: 2088)",2026-01-24,"2026-01-30 12:28:35",113,,,
54,12,Purchase,360,0,"Initial Stock: Hair Capsule (20 x 18)",2026-01-24,"2026-01-30 12:30:22",114,,,
55,12,Purchase,1260,0,"Initial Stock: Showel black (12 x 105)",2026-01-24,"2026-01-30 13:33:50",115,,,
56,12,Purchase,1260,0,"Initial Stock: Shower Color Bottle (12 x 105)",2026-01-24,"2026-01-30 13:34:48",116,,,
57,12,Purchase,2100,0,"Initial Stock: Shower JJ bottle (12 x 175)",2026-01-24,"2026-01-30 13:37:11",117,,,
58,12,Purchase,23800,0,"Initial Stock: Lolain Cream (280 x 85)",2026-01-24,"2026-01-30 13:39:28",118,,,
59,12,Purchase,23800,0,"Restock: Pretty cream (Qty: 280)",2026-01-24,"2026-01-30 13:40:30",119,,,
64,15,Purchase,46800,0,"Restock: Glame foam (Qty: 240)",2026-01-21,"2026-01-30 14:06:54",124,,,
65,15,Purchase,36000,0,"Restock: Glam Hair Spray (Qty: 144)",2026-01-21,"2026-01-30 14:11:08",125,,,
66,15,Purchase,26640,0,"Restock: Rivion Hair straight (Qty: 36)",2026-01-21,"2026-01-30 14:11:49",126,,,
67,15,Purchase,2400,0,"Restock: Curling Hadi shoper (Qty: 12)",2026-01-21,"2026-01-30 14:12:59",127,,,
68,12,Payment,0,136080,"items k badly items dye",2026-01-24,"2026-01-30 15:27:17",,Cash,,
69,10,Debt,298740,0,"Old Raqam apni trf baqya",2026-01-22,"2026-01-30 15:31:48",,Cash,,
70,15,Payment,0,25500,"saman k badly saman lya",2026-01-21,"2026-01-30 15:43:27",,Cash,,
71,14,Purchase,92180,0,"Restock: Orchit Facial (Qty: 419)",2026-01-30,"2026-01-30 17:58:30",128,,,
72,16,Advance,0,50000,"Advance Payment brush ki di",2026-01-31,"2026-02-03 14:10:12",,Online,,
77,ADD_NEW,Purchase,40500,40500,"Restock: Cotton Roll local (Qty: 1500)",2026-02-04,"2026-02-05 15:56:15",133,,,
80,10,Purchase,33180,0,"Restock: Tissue Party pink 700 gm (Qty: 210)",2026-02-05,"2026-02-06 12:09:31",136,,,
81,10,Purchase,13920,0,"Restock: Party Pack Tissue 230 gm (Qty: 240)",2026-02-05,"2026-02-06 12:47:28",138,,,
82,20,Purchase,52500,0,"Initial Stock: Blade 777 (2625 x 20)",2026-02-04,"2026-02-06 13:56:05",139,,,
83,20,Purchase,46500,0,"Restock: Blade Pro UK (Qty: 20)",2026-02-04,"2026-02-06 13:58:26",140,,,
84,20,Purchase,41800,0,"Initial Stock: Blade T-10 (20 x 2090)",2026-02-04,"2026-02-06 14:16:57",141,,,
85,20,Purchase,48000,0,"Initial Stock: Blade Silver star (20 x 2400)",2026-02-04,"2026-02-06 14:17:53",142,,,
86,21,Purchase,29000,29000,"Restock: Cotton Roll Special (Qty: 500)",2026-02-05,"2026-02-06 15:25:00",143,,,
698736822c027,21,"Purchase (Edited)",0,0,"Edited Restock: Cotton Roll Special (Qty: 0)",2026-02-05,"2026-02-07 13:56:34",135,,,
88,ADD_NEW,Purchase,20520,0,"Restock: Pari Hair remove brush (Qty: 27)",2026-02-07,"2026-02-07 14:19:49",145,,,
89,22,Purchase,30240,0,"Initial Stock: Panja Brush flower (864 x 35)",2026-02-06,"2026-02-07 16:50:50",146,,,
90,1,Purchase,90720,0,"Restock: Panja Brush flower (Qty: 2592)",2026-02-06,"2026-02-07 16:55:58",147,,,
91,23,Purchase,10080,0,"Initial Stock: Volume 20 devloper (48 x 210)",2026-02-07,"2026-02-07 17:00:08",148,,,
92,23,Purchase,13750,0,"Restock: Shaving Gell (Qty: 250)",2026-02-07,"2026-02-07 17:01:39",149,,,
698762af68e11,23,"Purchase (Edited)",15125,0,"Edited Restock: Shaving Gell (Qty: 275)",2026-02-06,"2026-02-07 17:05:03",144,,,
93,ADD_NEW,Purchase,410400,0,"Restock: Wajeeh Hair color tube (Qty: 7200)",2026-02-09,"2026-02-09 17:37:44",150,,,
94,1,Purchase,7680,0,"Restock: Alisha Black Mask local (Qty: 48)",2026-01-29,"2026-02-11 18:57:12",151,,,
96,23,Purchase,4500,0,"Restock: Shaving gell burni (Qty: 60)",2026-02-03,"2026-02-11 21:21:36",152,,,
97,23,Purchase,12375,0,"Restock: Shaving Gell (Qty: 225)",2026-02-03,"2026-02-11 21:22:42",153,,,
99,21,Purchase,47700,47700,"Restock: Cotton Roll local (Qty: 1500)",2026-02-09,"2026-02-12 07:54:48",155,,,
698d797e49739,1,"Purchase (Edited)",160920,160920,"Edited Restock: Alisha Facial kit Local (Qty: 596)",2026-02-09,"2026-02-12 07:55:58",154,,,
103,14,Purchase,75900,0,"Restock: Orchit Facial (Qty: 345)",2026-02-10,"2026-02-12 08:01:42",159,,,
104,24,Purchase,16200,0,"Initial Stock: Maaji powder (180 x 90)",2026-02-10,"2026-02-12 08:04:21",160,,,
105,20,Purchase,492250,0,"Initial Stock: Neck Roll (895 x 550)",2026-01-26,"2026-02-12 11:56:00",161,,,
106,20,Purchase,533225,0,"Initial Stock: Finix Foam (1939 x 275)",2026-01-26,"2026-02-12 12:06:26",162,,,
107,20,Purchase,564200,0,"Initial Stock: King Star Foam (2821 x 200)",2026-01-26,"2026-02-12 12:08:06",163,,,
108,20,Purchase,263640,0,"Initial Stock: King Hair Spray (1014 x 260)",2026-01-26,"2026-02-12 12:11:19",164,,,
109,20,Purchase,246000,0,"Initial Stock: Apple China Original 1 kg (164 x 1500)",2026-01-26,"2026-02-12 12:14:04",165,,,
110,20,Purchase,153000,0,"Initial Stock: Gallat Hair Straitner (510 x 300)",2026-01-26,"2026-02-12 12:17:01",166,,,
111,20,Purchase,28350,0,"Restock: Blade S-20 (Qty: 14)",2026-01-26,"2026-02-12 12:20:16",167,,,
112,20,Purchase,8360,0,"Restock: Blade T-10 (Qty: 4)",2026-01-26,"2026-02-12 12:21:34",168,,,
113,1,Purchase,71992.8,0,"Restock: 56 skin cleaner (Qty: 2160)",2026-01-29,"2026-02-12 14:37:08",169,,,
114,1,Purchase,119988,0,"Restock: 56 skin cleaner (Qty: 3600)",2026-01-31,"2026-02-12 14:37:51",170,,,
115,1,Purchase,252000,0,"Restock: Pak safe Disposable Razer (Qty: 700)",2026-02-03,"2026-02-12 14:41:09",171,,,
116,1,Purchase,158384.16,0,"Restock: 56 skin cleaner (Qty: 4752)",2026-02-03,"2026-02-12 14:41:45",172,,,
117,1,Purchase,40000,0,"Restock: Pak safe Disposable Razer (Qty: 100)",2026-02-04,"2026-02-12 14:42:47",173,,,
118,1,Purchase,230376.96,0,"Restock: 56 skin cleaner (Qty: 6912)",2026-02-05,"2026-02-12 15:34:52",174,,,
119,1,Purchase,64000,0,"Restock: Pak safe Disposable Razer (Qty: 160)",2026-02-05,"2026-02-12 15:40:02",175,,,
120,1,Purchase,80000,0,"Restock: Pak safe Disposable Razer (Qty: 200)",2026-02-07,"2026-02-12 15:41:26",176,,,
698de6e824430,1,"Purchase (Edited)",15400,0,"Edited Restock: Pak safe Disposable Razer (Qty: 40)",2026-02-07,"2026-02-12 15:42:48",177,,,
699,1,Purchase,7040,0,"Restock: Alisha Black Mask local (Qty: 44)",2026-02-09,"2026-02-12 15:43:46",178,,,
700,1,Purchase,62393.76,0,"Restock: 56 skin cleaner (Qty: 1872)",2026-02-10,"2026-02-12 15:45:01",179,,,
701,1,Purchase,8160,0,"Initial Stock: Ubtan Nikhar Facial (96 x 85)",2026-02-11,"2026-02-12 15:46:08",180,,,
702,1,Purchase,96000,0,"Restock: Pak safe Disposable Razer (Qty: 240)",2026-02-11,"2026-02-12 15:46:59",181,,,
703,20,Purchase,5200,0,"Restock: Jackson Foam (Qty: 26)",2026-01-24,"2026-02-12 17:37:18",182,,,
704,20,Debt,220800,0,"jackson foam purchse king star foam exchange kya",2026-01-24,"2026-02-12 17:39:58",,Cash,,
707,ADD_NEW,Purchase,50400,50400,"Restock: Apple tube color hair max (Qty: 360)",2026-02-11,"2026-02-13 14:27:05",184,,,
708,1,Payment,0,30000,"Shahid Shaving brush",2026-01-31,"2026-02-13 15:27:47",,Cash,,
710,15,Payment,0,86340,"bill clear",2026-02-04,"2026-02-13 15:49:52",,Cash,,
713,26,Debt,22500,0,"for tissue",2026-01-20,"2026-02-13 15:55:30",,Cash,,
714,26,Payment,0,22500,,2026-02-05,"2026-02-13 15:56:26",,Cash,,
715,20,Debt,22500,0,"Aijaz tissue ko dye",2026-02-05,"2026-02-13 15:57:03",,Cash,,
716,20,Debt,86340,0,"Furqan Garden",2026-02-04,"2026-02-13 16:05:11",,Cash,,
717,20,Debt,29000,0,"Irfan okara for cotton roll 500 pc",2026-02-05,"2026-02-13 16:07:00",,Cash,,
718,20,Debt,40500,0,"Cotton roll k 5 bore",2026-02-13,"2026-02-13 16:08:12",,Cash,,
719,20,Debt,410400,0,"Wajeeh color 7200 pc",2026-02-09,"2026-02-13 16:46:27",,Cash,,
720,20,Debt,29640,0,"Irfan Pari brush 39 dz",2026-01-25,"2026-02-13 17:04:25",,Cash,,
721,20,Debt,16000,0,"Ali raza ko dye",2026-01-25,"2026-02-13 17:06:10",,Cash,,
722,12,Purchase,91800,0,"Restock: Pretty cream (Qty: 1080)",2026-01-30,"2026-02-14 12:47:27",186,,,
723,25,Purchase,29640,29640,"Restock: Pari Hair remove brush (Qty: 39)",2026-01-24,"2026-02-14 15:52:24",187,,,
725,23,Purchase,17875,17875,"Restock: Shaving Gell (Qty: 325)",2026-02-14,"2026-02-14 16:26:11",188,,,
726,1,Purchase,119988,0,"Restock: 56 skin cleaner (Qty: 3600)",2026-02-14,"2026-02-14 16:32:58",189,,,
727,1,Purchase,10140,0,"Restock: Fareed karatin Curling Lotion (Qty: 39)",2026-02-14,"2026-02-14 16:35:08",190,,,
728,1,Purchase,1600,0,"Restock: Apple Hair max color satche (Qty: 10)",2026-02-14,"2026-02-14 16:36:01",191,,,
729,12,Purchase,42840,0,"Restock: Lolain Cream (Qty: 504)",2026-02-14,"2026-02-14 16:37:03",192,,,
730,20,Debt,500000,0,"Ravi Digital Print nose patti k dye",2026-02-13,"2026-02-14 16:52:11",,Cash,,
731,1,Purchase,86400,0,"Restock: Pak safe Disposable Razer (Qty: 240)",2026-02-16,"2026-02-16 11:53:12",193,,,
699305728857e,24,"Purchase (Edited)",62100,62100,"Edited Restock: Maaji powder (Qty: 690)",2026-02-16,"2026-02-16 12:54:26",194,,,
732,20,Purchase,22344,0,"Restock: Jolly Shaving cream (Qty: 168)",2026-02-16,"2026-02-16 14:03:15",195,,,
733,20,Purchase,195500,0,"Restock: Neck Roll (Qty: 340)",2026-02-16,"2026-02-16 14:06:51",196,,,
734,20,Purchase,62400,0,"Restock: King Hair Spray (Qty: 240)",2026-02-16,"2026-02-16 14:08:22",197,,,
735,20,Purchase,15360,0,"Restock: Glatt Hair Straitner (Qty: 48)",2026-02-16,"2026-02-16 14:09:40",198,,,
736,20,Purchase,79200,0,"Restock: Finix Foam (Qty: 288)",2026-02-16,"2026-02-16 14:10:47",199,,,
737,20,Purchase,57600,0,"Restock: King Star Foam (Qty: 288)",2026-02-16,"2026-02-16 14:13:00",200,,,
739,20,Purchase,184500,0,"Restock: Apple China Original 1 kg (Qty: 123)",2026-02-16,"2026-02-16 14:30:53",202,,,
6993321365829,3,"Purchase (Edited)",0,0,"Edited Restock: Cherri Hair remove brush (Qty: 800)",2026-01-24,"2026-02-16 16:04:51",39,Cash,,
699335abcc5df,3,"Purchase (Edited)",0,0,"Edited Restock: Vitamin C Facial kit (Qty: 17)",2026-01-24,"2026-02-16 16:20:11",28,Cash,,
699336,1,Payment,0,25000,,2026-02-16,"2026-02-17 06:28:00",,Online,,
6993ffd2e5d28,3,"Purchase (Edited)",0,0,"Edited Restock: Shower head color (Qty: 842)",2026-01-24,"2026-02-17 06:42:42",91,Cash,,
6994,20,Purchase,80500,0,"Restock: Neck Roll (Qty: 140)",2026-02-17,"2026-02-17 18:22:29",206,,,
6995,20,Purchase,48000,0,"Restock: King Star Foam (Qty: 240)",2026-02-17,"2026-02-17 18:23:24",207,,,
6996,20,Purchase,60480,0,"Restock: Electric hair color (Qty: 360)",2026-02-17,"2026-02-17 18:26:20",208,,,
6997,20,Purchase,66000,0,"Restock: Finix Foam (Qty: 240)",2026-02-17,"2026-02-17 18:28:33",209,,,
6998,20,Purchase,44999.976,0,"Restock: Jolly Shaving cream (Qty: 336)",2026-02-17,"2026-02-17 18:33:53",210,,,
6999,20,Purchase,48000,0,"Restock: King Star Foam (Qty: 240)",2026-02-18,"2026-02-18 14:32:55",211,,,
7000,20,Purchase,29004,0,"Initial Stock: Safex Razer (1200 x 24.17)",2026-02-17,"2026-02-19 08:47:18",212,,,
7001,20,Purchase,1599.84,0,"Initial Stock: Pari Brush pcs (24 x 66.66)",2026-02-18,"2026-02-19 09:57:10",213,,,
6996d0b047532,20,"Purchase (Edited)",16000,0,"Edited Restock: Pari Hair remove brush (Qty: 20)",2026-02-16,"2026-02-19 09:58:24",201,,,
7002,20,Purchase,3960,0,"Initial Stock: Apple Satche Pak (72 x 55)",2026-01-24,"2026-02-19 10:34:38",214,,,
7003,20,Purchase,11500,0,"Restock: Neck Roll (Qty: 20)",2026-02-18,"2026-02-20 07:14:28",215,,,
7004,20,Purchase,11500,0,"Restock: Neck Roll (Qty: 20)",2026-02-19,"2026-02-20 07:15:25",216,,,
7005,20,Purchase,22499.988,0,"Restock: Jolly Shaving cream (Qty: 168)",2026-02-19,"2026-02-20 07:20:23",217,,,
7006,20,Purchase,31200,0,"Restock: Alisha Facial kit Original (Qty: 96)",2026-02-19,"2026-02-20 07:22:51",218,,,
7007,10,Purchase,120000,0,"Restock: Tissue Asmani (Qty: 800)",2026-02-19,"2026-02-20 08:47:21",219,,,
7008,10,Purchase,105000,0,"Restock: White Special Tissue (Qty: 500)",2026-02-19,"2026-02-20 08:48:46",220,,,
7009,3,Advance,0,632500,"Advance Payment for items",2026-02-20,"2026-02-20 14:01:05",,Online,,
7010,1,Payment,0,76000,,2026-02-20,"2026-02-20 14:08:44",,Online,,
7011,1,Payment,0,132500,,2026-02-20,"2026-02-20 14:09:22",,Online,,
7012,1,Payment,0,100000,"Mukamil ko dilwaye",2026-02-20,"2026-02-20 14:14:49",,Online,,
7013,1,Payment,0,10000,"Cash lye",2026-02-20,"2026-02-20 14:15:17",,Cash,,
7014,23,Purchase,40320,0,"Restock: Volume 20 devloper (Qty: 192)",2026-02-20,"2026-02-21 07:25:58",221,,,
7015,20,Purchase,9400,0,"Initial Stock: Trimer Machine VGR-071 (5 x 1880)",2026-02-20,"2026-02-21 07:36:44",222,,,
7016,20,Purchase,10900,0,"Initial Stock: Trimer Machine VGR-964 (5 x 2180)",2026-02-20,"2026-02-21 07:38:02",223,,,
7017,20,Purchase,7900,0,"Initial Stock: Trimer Machine Dingling D-071 (5 x 1580)",2026-02-20,"2026-02-21 07:38:58",224,,,
7018,20,Purchase,8400,0,"Initial Stock: Trimer Machine Dingling D-290 (5 x 1680)",2026-02-20,"2026-02-21 07:39:53",225,,,
7019,20,Purchase,35000,0,"Restock: Crystal Hair remove brush (Qty: 100)",2026-02-20,"2026-02-21 07:40:56",226,,,
7020,1,Payment,0,66200,"syed muthair shah",2026-02-20,"2026-02-21 07:48:55",,Online,,
7021,27,Purchase,92000,0,"Restock: Tissue Party pink 700 gm (Qty: 575)",2026-02-12,"2026-02-21 08:16:12",227,,,
7022,27,Purchase,50400,0,"Restock: Party Pack Tissue 230 gm (Qty: 900)",2026-02-21,"2026-02-21 08:17:29",228,,,
69995cab44090,20,"Purchase (Edited)",71100,0,"Edited Restock: Tissue Party pink 700 gm (Qty: 450)",2026-01-22,"2026-02-21 08:20:11",120,,,
69995d02a76c5,20,"Purchase (Edited)",46400,0,"Edited Restock: Party Pack Tissue 230 gm (Qty: 800)",2026-01-22,"2026-02-21 08:21:38",121,,,
69995d2d89657,20,"Purchase (Edited)",120000,0,"Edited Restock: White Special Tissue (Qty: 600)",2026-01-22,"2026-02-21 08:22:21",122,,,
69995ee1c4850,10,"Purchase (Edited)",24000,0,"Edited Restock: Tissue Party pink 700 gm (Qty: 150)",2026-02-10,"2026-02-21 08:29:37",158,,,
69995f01aa5d6,10,"Purchase (Edited)",58500,0,"Edited Restock: Tissue Asmani (Qty: 390)",2026-02-10,"2026-02-21 08:30:09",157,,,
69995f1e61691,10,"Purchase (Edited)",105000,0,"Edited Restock: White Special Tissue (Qty: 500)",2026-02-10,"2026-02-21 08:30:38",156,,,
69995f9c64eab,10,"Purchase (Edited)",0,0,"Edited Restock: Party Pack Tissue 230 gm (Qty: 720)",2026-01-24,"2026-02-21 08:32:44",92,Cash,,
69995fb4d609b,10,"Purchase (Edited)",0,0,"Edited Restock: White Special Tissue (Qty: 500)",2026-01-24,"2026-02-21 08:33:08",95,Cash,,
69995fc80bb32,10,"Purchase (Edited)",0,0,"Edited Restock: Baby Pink Tissue (Qty: 15)",2026-01-24,"2026-02-21 08:33:28",96,Cash,,
69997a0b604e6,20,"Purchase (Edited)",540,0,"Edited Restock: Comb- TH &amp; Tony peace (Qty: 36)",2026-01-24,"2026-02-21 10:25:31",205,,,
69997a37b0f6c,20,"Purchase (Edited)",2880,0,"Edited Restock: Comb 8 &#039;&#039; peace (Qty: 144)",2026-01-24,"2026-02-21 10:26:15",204,,,
69997a4d662bd,20,"Purchase (Edited)",1296,0,"Edited Restock: Comb 7.5 &#039;&#039; peace (Qty: 144)",2026-01-24,"2026-02-21 10:26:37",203,,,
69997a6137312,20,"Purchase (Edited)",1050,1050,"Edited Restock: Comb- Kanga cute (Qty: 3)",2026-01-24,"2026-02-21 10:26:57",8,,,
7025,14,Purchase,74360,0,"Restock: Orchit Facial (Qty: 338)",2026-02-21,"2026-02-21 13:56:11",231,,,
7026,1,Payment,0,63000,,2026-02-23,"2026-02-24 11:12:33",,Online,,
7027,28,Debt,475000,0,"last payment 6-1-26 bill clear
 ab tk ka udhar",2026-01-23,"2026-02-24 18:10:16",,Cash,,
7028,28,Purchase,95999.04,0,"Restock: 56 skin cleaner (Qty: 2880)",2026-01-27,"2026-02-24 18:12:18",232,,,
7029,28,Purchase,23999.76,0,"Restock: 56 skin cleaner (Qty: 720)",2026-01-29,"2026-02-24 18:13:01",233,,,
7030,28,Purchase,71999.28,0,"Restock: 56 skin cleaner (Qty: 2160)",2026-02-07,"2026-02-24 18:13:41",234,,,
7031,28,Purchase,47999.52,0,"Restock: 56 skin cleaner (Qty: 1440)",2026-02-10,"2026-02-24 18:14:08",235,,,
7032,28,Purchase,119998.8,0,"Restock: 56 skin cleaner (Qty: 3600)",2026-02-18,"2026-02-24 18:14:49",236,,,
7033,20,Purchase,12500,0,"Restock: Neck Roll (Qty: 20)",2026-02-21,"2026-02-25 12:07:52",237,,,
7034,20,Purchase,40000,0,"Restock: Shahzad Disposable Razer (Qty: 100)",2026-02-21,"2026-02-25 12:13:37",238,,,
7035,20,Purchase,12500,0,"Restock: Neck Roll (Qty: 20)",2026-02-23,"2026-02-25 12:14:17",239,,,
7036,20,Purchase,65000,0,"Restock: Nose Strip-Patti (Qty: 5000)",2026-02-23,"2026-02-25 12:15:03",240,,,
7037,20,Purchase,26400,0,"Restock: Finix Foam (Qty: 96)",2026-02-23,"2026-02-25 12:17:10",241,,,
7038,20,Purchase,36000,0,"Restock: Apple China Original 1 kg (Qty: 24)",2026-02-24,"2026-02-25 12:18:48",242,,,
7039,20,Purchase,37440,0,"Restock: King Hair Spray (Qty: 144)",2026-02-24,"2026-02-25 12:19:47",243,,,
7040,20,Purchase,66000,0,"Restock: Finix Foam (Qty: 240)",2026-02-24,"2026-02-25 12:20:28",244,,,
7041,20,Purchase,65000,0,"Restock: Nose Strip-Patti (Qty: 5000)",2026-02-24,"2026-02-25 12:24:42",246,,,
7042,20,Purchase,37500,0,"Restock: Neck Roll (Qty: 60)",2026-02-24,"2026-02-25 12:25:35",247,,,
7043,20,Purchase,15360,0,"Restock: Glatt Hair Straitner (Qty: 48)",2026-02-24,"2026-02-25 12:27:01",248,,,
7044,20,Purchase,32100,0,"Initial: Finix Hair Spray",2026-02-25,"2026-02-25 12:29:31",249,,,
699ee92596124,29,"Purchase (Edited)",33000,0,"Edited Restock: PZ Ustra (Qty: 50)",2026-02-24,"2026-02-25 17:20:53",252,,,
699ee93d7b8d9,29,"Purchase (Edited)",9828,0,"Edited Restock: Scissors Normal (Qty: 84)",2026-02-24,"2026-02-25 17:21:17",250,,,
699ee9f7c89ea,29,"Purchase (Edited)",44352,0,"Edited Restock: Scissors Special (Qty: 264)",2026-02-24,"2026-02-25 17:24:23",251,,,
699eea966ed73,29,"Purchase (Edited)",2700,0,"Edited Restock: Chimiti (Qty: 6)",2026-02-24,"2026-02-25 17:27:02",253,,,
699f2e00836f9,20,"Purchase (Edited)",5400,0,"Edited Restock: Trimer Machine V-949 (Qty: 2)",2026-02-24,"2026-02-25 22:14:40",254,,,
7045,20,Purchase,4300,0,"Initial: Trimer Machine VGR V-964",2026-02-25,"2026-02-25 22:27:36",255,,,
7046,20,Purchase,5600,0,"Initial: Trimer Machine Kemyi 511",2026-02-25,"2026-02-25 22:31:25",256,,,
7047,20,Purchase,7100,0,"Initial: Trimer Machine Dingling RF-1861",2026-02-25,"2026-02-25 22:32:53",257,,,
7048,20,Purchase,9700,0,"Initial: Trimer Machine Dingling RF-1983 S",2026-02-25,"2026-02-25 22:34:05",258,,,
7049,20,Purchase,6860,0,"Initial: Trimer Machine VGR V-652",2026-02-25,"2026-02-25 22:35:52",259,,,
7050,20,Purchase,5700,0,"Initial: Trimer Machine VGR V-282",2026-02-25,"2026-02-25 22:37:19",260,,,
7051,20,Purchase,4800,0,"Initial: Trimer Machine Kemyi 519-A",2026-02-25,"2026-02-25 22:40:16",261,,,
